Item No.,Item No. on PDCA,Car Maker,Car Model,Line,Findings,Items to Check/Action,Department,Person in Charge,Status,Target Date,,,
663,21,MAZDA,J78A-010,1143,"Precautions of wire biting is
 not included in OI",Request for precautions of wire biting to be included in OI,ME-NPI (MPPD),,OPEN,,,,
664,22,MAZDA,J78A-010,1143,"• NG jig measurement on Board 3 and 8 (Connector 137 & 325)
• R20 change to R40 ",Conduct re-study/re-evaluation ,PE-BAE (ASSY DEV),,OPEN,,,,
665,23,MAZDA,J78A-010,1143,"Common jigs on connectors 55, 4, 5, 247, 248 & 126",Request to provide replacement for the common jigs,PE-BAE (ASSY DEV),,OPEN,,,,
666,24,MAZDA,J78A-010,1143,"Possible interchange connector 121, 122 ","Provide reflectorized tape on assy jig as per applied product

Provide jig to TSYO4LIF-22MA white & gray interchange of set in TBO checker setting",ME-FIE-PE (FMEA),,OPEN,,,,
667,25,MAZDA,J78A-010,1143,Associate is not aware about parts left on component box,Re-orient associate on what to do when left parts on component box are encountered,PE-FABRICATION,,OPEN,,,,
668,26,MAZDA,J78A-010,1143,Possible interchange connector G/W,Provide reflectorized tape on assy jig as per applied product,ME-FIE-PE (FMEA),,OPEN,,,,
669,27,MAZDA,J78A-010,1143,"NG height of clamp jig
 (Clamp 170 & 106)",Request to provide clamp replacement,PE-BAE (ASSY DEV),,OPEN,,,,
670,2,MAZDA,J78A-010,1143,Lay-out and Sub assy associate is un aware on bending frequency.,'Request to conduct re-orientation for wire bending frequency,PRODUCTION,C. Orense/B. Awat,OPEN,19-Jul-23,,,
671,3,MAZDA,J78A-010,1143,'Overstocking of parts,'Conduct re-orientation to all sub assy members regarding proper stocking of parts on tupperbox,PRODUCTION,C. Orense/B. Awat,OPEN,19-Jul-23,,,
672,3,MAZDA,J78A-010,1143,'Overstocking of parts,'Conduct re-orientation to all sub assy members regarding proper stocking of parts on tupperbox,PRODUCTION,C. Orense/B. Awat,OPEN,19-Jul-23,,,
673,4,MAZDA,J78A-010,1143,Damaged wire catcher on sub assy process,Request to repair damaged wire catcher on sub assy process,PE-FABRICATION,,OPEN,25-Jul-23,,,
674,5,MAZDA,J78A-010,1143,No good 5's on wire catcher and sub assy jig.,Conduct 5's on sub assy area,PRODUCTION,C. Orense/B. Awat,OPEN,19-Jul-23,,,
675,7,MAZDA,J78A-010,1143,No good location of jointed wires on down spout.,Request to modified/change the location of jointed wires.,PE-FABRICATION,,OPEN,26-Jul-23,,,
676,10,MAZDA,J78A-010,1143,Reference of Good and NG is not included on OI at Grommet Process.,'Request to include on OI,ME-NPI (MPPD),,OPEN,25-Jul-23,,,
677,11,MAZDA,J78A-010,1143,'Missing/Lacking Bendable jig cover.,'Request to provide jig cover.,PE-BAE (Maintenance),,OPEN,25-Jul-23,,,
678,12,MAZDA,J78A-010,1143,"'SPIN color is not tally vs actual (Connectors 12, 169, 138, 148 & 155)",'Request to provide Spin ,PE-BAE (Maintenance),,OPEN,25-Jul-23,,,
679,13,MAZDA,J78A-010,1143,'YSOP not tally on conn. 43,Request to provide YSOP,PE-BAE (Maintenance),,OPEN,25-Jul-23,,,
680,15,MAZDA,J78A-010,1143,"No available spacer for Toridashi connector jig

(connectors 131, 322, 160 & 159. )",Request to provide jig Toridashi,PE-BAE (Maintenance),,OPEN,25-Jul-23,,,
681,16,MAZDA,J78A-010,1143,'Incomplete details of OI at assyboard,Request to update the OI,ME-NPI (MPPD),,OPEN,25-Jul-23,,,
682,17,MAZDA,J78A-010,1143,"OI at TBO process is not readable
(Japanese character)",Request to update the OI in English Character.,ME-NPI (MPPD),,OPEN,25-Jul-23,,,
683,18,MAZDA,J78A-010,1143,'No provided Ebag at Assy process,'Request to provide Ebag,PE-FABRICATION,,OPEN,25-Jul-23,,,
684,19,MAZDA,J78A-010,1143,"Layout associates did not know the check items of nameplate (faded barcode, Dirty nameplate, etc.)",'Request to conduct orientation for the check items of nameplate,PRODUCTION,C. Orense/B. Awat,OPEN,25-Jul-23,,,
685,20,MAZDA,J78A-010,1143,"Precautions of wire biting is
 not included in OI",'Request for precautions of wire biting to be included in OI,ME-NPI (MPPD),,OPEN,25-Jul-23,,,
686,21,MAZDA,J78A-010,1143,"• NG jig measurement on Board 3 and 8 (Connector 137 & 325)
• R20 change to R40",'Conduct re-study/re-evaluation ,ME-NPI (MPPD),,OPEN,25-Jul-23,,,
687,22,MAZDA,J78A-010,1143,"Common jigs on connectors 55, 4, 5, 247, 248 & 126",Request to provide replacement for the common jigs,ME-NPI (MPPD),,OPEN,25-Jul-23,,,
688,23,MAZDA,J78A-010,1143,"Possible interchange connector 121, 122 ","Provide reflectorized tape on assy jig as per applied product


Provide jig to TSYO4LIF-22MA white & gray interchange of set in TBO checker setting",ME-FIE-PE (FMEA),,OPEN,25-Jul-23,,,
689,24,MAZDA,J78A-010,1143,'Associate is not aware about parts left on component box,Re-orient associate on what to do when left parts on component box are encountered,PRODUCTION,,OPEN,25-Jul-23,,,
690,24,MAZDA,J78A-010,1143,'Possible interchange connector G/W,Provide reflectorized tape on assy jig as per applied product,ME-FIE-PE (FMEA),,OPEN,25-Jul-23,,,
691,26,MAZDA,J78A-010,1143,"NG height of clamp jig
 (Clamp 170 & 106)",Request to provide clamp replacement,PE-BAE (ASSY DEV),,OPEN,25-Jul-23,,,
692,1,SUBARU,GC7/GX3,7111,'Storage box must be higher than tsumesen area,Request to change the existing storage box,PE-FABRICATION,,OPEN,16-Aug-23,,,
693,2,SUBARU,GC7/GX3,7111,'Appearance of connector did not check properly,'Re-orient all tsumesen associate on proper  checking of connector,PRODUCTION,,OPEN,,,,
694,3,SUBARU,GC7/GX3,7111,No signatories of OI in tsumesen area,Request to provide OI with complete signatories,ME-NPI (MPPD),,OPEN,5-Aug-23,,,
695,4,SUBARU,GC7/GX3,7111,No upper line limit on the tupper box (Sub Assy),Request to provide upper limit line label,PE-FABRICATION,,OPEN,5-Aug-23,,,
696,5,SUBARU,GC7/GX3,7111,No good 5'S of wire catcher,'Re-orient all members to conduct 5'S,PRODUCTION,,OPEN,5-Aug-23,,,
697,6,SUBARU,GC7/GX3,7111,'NG wire catcher on Sub assy,Request to repair/change the wire catcher,PE-FABRICATION,,OPEN,5-Aug-23,,,
698,7,SUBARU,GC7/GX3,7111,No good stocking of connector,,PRODUCTION,,OPEN,5-Aug-23,,,
699,9,SUBARU,GC7/GX3,7111,No cover for grommet holder,Request to provide grommet cover,PE-FABRICATION,,OPEN,16-Aug-23,,,
700,11,SUBARU,GC7/GX4,7111,'Lacking bendable jig cover,Request to provide bendable jig cover,PE-BAE (Maintenance),E. Austria,OPEN,22-Jul-23,,,
701,12,SUBARU,GC7/GX4,7111, Loose jig ,Request to repair all loose jig,PE-BAE (Maintenance),E. Austria,OPEN,23-Jul-23,,,
702,14,SUBARU,GC7/GX4,7111,Not wearing E-bag,Request to provide e-bag,PRODUCTION,,OPEN,,,,
703,15,SUBARU,GC7/GX4,7111,Precautions of wire biting not included on OI (Grommet),'Request to include in OI,ME-NPI (MPPD),,OPEN,21-Jul-23,,,
704,20,SUBARU,GC7/GX4,7111,'Wires are not inside the wire catcher.,Re-orient associate to properly use the wire catcher.,PRODUCTION,,OPEN,,,,
705,21,SUBARU,GC7/GX4,7111,Not updated OI,On-going for signatories,ME-NPI (MPPD),,OPEN,,,,
706,22,SUBARU,GC7/GX4,7111,"NG Tools of SSGN, FGO, TSNY
PKVAC, YRH,090 ",Repair/ Replace NG tools,ME-Initial (Preparation),,OPEN,,,,
707,1,SUZUKI,36630-59SOO,5127,'Faded tupper box line limit  all sub assy tupperbox,Feedback to Jr. Staff to put line limit and orient members to follow SOP.,PRODUCTION,,OPEN,"Aug. 15, 2023",,,
708,2,SUZUKI,36630-59SOO,5127,'No 'Sample connector picture reference on all sub assy process,Provide sample connector picture ,PE-FABRICATION,,OPEN,,,,
709,3,SUZUKI,36630-59SOO,5127,No good view of grommet on OI of bukumi,Request to change the view of grommet on OI,ME-NPI (MPPD),,OPEN,,,,
710,3,SUZUKI,36630-59SOO,5127,'Dirty bukumi board of bukumi 6,Request to change the bukumi drawing,ME-NPI (MPPD),,OPEN,,,,
711,3,SUZUKI,36630-59SOO,5127,'Worn out drawing of bukumi,Request to change the bukumi drawing,ME-NPI (MPPD),,OPEN,,,,
712,3,SUZUKI,36630-59SOO,5127,'Damaged catcher of shiage board,Request to repair the catcher,PE-BAE (Maintenance),,OPEN,,,,
713,3,SUZUKI,36630-59SOO,5127,No good holder of andon lights on shiage board,Request to repair the holder,PE-FABRICATION,,OPEN,,,,
714,3,SUZUKI,36630-59SOO,5127,No good holder of product label,Request to provide holder,PE-FABRICATION,,OPEN,,,,
715,3,SUZUKI,36630-59SOO,5127,Adjust portion 44 on otion board to easily tape the branch,Request to adjust the portion ,PE-BAE (ASSY DEV),,OPEN,,,,
716,3,SUZUKI,36630-59SOO,5127,Damaged tape box on option board,Request to change the tape holder,PE-FABRICATION,,OPEN,,,,
717,3,SUZUKI,36630-59SOO,5127,'Damaged marker holder on option board,Request to change the marker holder,PE-FABRICATION,,OPEN,,,,
718,3,SUZUKI,36630-59SOO,5127,'No label of tupperbox  on option board,,PRODUCTION,,OPEN,"'Aug. 15, 2023",,,
719,3,SUZUKI,36630-59SOO,5127,'Fix acrylic jig conn.24/25 on appearance table,Request to fix the acryclic jig to avoid foreign material,QA-Final ,,OPEN,,,,
720,3,SUZUKI,36630-59SOO,5127,'Install lock system on connector 38 to avoid defect,Request to install lock system on conn.38 to avoid missing fixing tape,PE-BAE (ECT),,OPEN,,,,
721,3,SUZUKI,36630-59SOO,5127,No standard wire bending list on all Sub PC,,PRODUCTION,,OPEN,"'Aug. 15, 2023",,,
722,3,SUZUKI,36630-59SOO,5127,No good holder of shikakari on sub assy 2,Repair holder of shikakari on Sub Assy,PE-FABRICATION,,OPEN,,,,
723,3,SUZUKI,36630-59SOO,5127,No lockset on board 12 conn.107,,PE-BAE (Maintenance),,OPEN,,,,
724,3,SUZUKI,36630-59SOO,5127,'No good  holder of product label on board 3,,PE-BAE (Maintenance),,OPEN,,,,
725,3,SUZUKI,36630-59SOO,5127,Loose jig obn board 3 conn.1 and 2,,PE-BAE (Maintenance),,OPEN,,,,
726,3,SUZUKI,36630-59SOO,5127,'Loose jig on board 3 and 2 conn.113,,PE-BAE (Maintenance),,OPEN,,,,
727,3,SUZUKI,36630-59SOO,5127,'Loose jig on board 1 conn.42,,PE-BAE (Maintenance),,OPEN,,,,
728,3,SUZUKI,36630-59SOO,5127,'Loose jig on board 3 conn.86,,PE-BAE (Maintenance),,OPEN,,,,
729,3,SUZUKI,36630-59SOO,5127,No S-pin on board 3 conn.99,,PE-BAE (Maintenance),,OPEN,,,,
730,3,SUZUKI,36630-59SOO,5127,No good wire catcher on assy board 17,,PE-BAE (Maintenance),,OPEN,,,,
731,3,SUZUKI,36630-59SOO,5127,'All assy board no cover of bendable jig,,PE-BAE (Maintenance),,OPEN,,,,
732,3,SUZUKI,36630-59SOO,5127,'No good drawing of shiage board,,ME-NPI (MPPD),,OPEN,,,,
733,3,SUZUKI,36630-59SOO,5127,'Some associate is no E-BAG,,PRODUCTION,,OPEN,"'Aug. 31, 2023",,,
734,3,SUZUKI,36630-59SOO,5127,'Worn out OI on ECT,,ME-NPI (MPPD),,OPEN,,,,
735,3,SUZUKI,36630-59SOO,5127,No detection jig for unlock retainer,,PE-BAE (ECT),,OPEN,,,,
736,3,SUZUKI,36630-59SOO,5127,Missing wings of checker jig on ECT jig,,PE-BAE (Maintenance),,OPEN,,,,
737,3,SUZUKI,36630-59SOO,5127,No good high risk of hanger,,PE-FABRICATION,,OPEN,,,,
738,3,SUZUKI,36630-59SOO,5127, 'No good high risk of hanger,,PE-FABRICATION,,OPEN,,,,
739,3,SUZUKI,36630-59SOO,5127,'Damaged checksheet holder,,PE-FABRICATION,,OPEN,,,,
740,2,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'NG sub assy wire catcher.,'Request to repair all sub assy wire catcher.,PE-FABRICATION,,OPEN,,,,
741,3,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,No provide E-bag,Request to provide E-bag,PRODUCTION,,OPEN,,,,
742,5,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'No connector limit on sub assy tupperbox.,Request to provide connector limit.,PRODUCTION,,OPEN,,,,
743,6,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'NG shikakari label on sub assy.,'Request to repair shikakari label on sub assy.,PE-FABRICATION,,OPEN,,,,
744,11,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,NG Component box.,Request to repair NG component box.,PE-FABRICATION,,OPEN,,,,
745,12,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,NG component box label.,'Request to repair NG component box label.,PE-FABRICATION,,OPEN,,,,
746,16,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'Lacking component label on shiage  component box.,'Label,PE-FABRICATION,,OPEN,,,,
747,17,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'NG Option tape box.,'Option tape Box.,PE-FABRICATION,,OPEN,,,,
748,19,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'NG vinyl cover on option process.,'Request to replace NG Vinyl cover(option process),PE-BAE (ASSY DEV),,OPEN,,,,
749,21,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,Excess option Tape box.,Request to removed Excess Option Box.,PE-FABRICATION,,OPEN,,,,
750,22,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'UnusedTupperbox label(Option),'Request to  removed excess tupperbox.,PE-FABRICATION,,OPEN,,,,
751,23,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,Lacking Sequence No. (Option),'Request to provide sequence.,ME-NPI (MPPD),,OPEN,,,,
752,24,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'No connector sample picture on sub assy,Request to provide the sample picture ,PE-FABRICATION,,OPEN,,,,
753,25,DAIHATSU,D01L/D94L/D04B/D19D20B/D46D 82141 (Inp 1st Line) ,2111,'Faded indication of manpower division,Request to provide manpower division,QA-Final ,,OPEN,,,,
754,1,HONDA,32RA,3114,'No sound on sub pc 3 ,'No sound on sub pc 3 ,PE-EQ-FINAL,ANGELICA,OPEN,,,,
755,2,HONDA,32RA,3114,'NG pulling on sub pc ,'NG pulling on sub pc ,PE-EQ-FINAL,ANGELICA,OPEN,,,,
756,3,HONDA,32RA,3114,'Excess Connector on tupper box ,'Excess Connector on tupper box ,PRODUCTION,Lovely/Queen ,OPEN,,,,
757,4,HONDA,32RA,3114,'Foreign material on tupper box ,'Foreign material on tupper box ,PRODUCTION,Lovely/Queen ,OPEN,,,,
758,5,HONDA,32RA,3114,'No X label card for not applicable product ,'No X label card for not applicable product ,PRODUCTION,Lovely/Queen ,OPEN,,,,
759,6,HONDA,32RA,3114,Gap on downspout ,Gap on downspout ,PE-FABRICATION,Tweety ,OPEN,,,,
760,7,HONDA,32RA,3114,'Lacking S pin on assy ,'Lacking S pin on assy ,PE-BAE (ASSY DEV),IVAN,OPEN,,,,
761,8,HONDA,32RA,3114,'Not Allign Branch 16 ,'Not Allign Branch 16 ,PE-BAE (ASSY DEV),IVAN,OPEN,,,,
762,9,HONDA,32RA,3114,'Decrease Height jig no.48,'Decrease Height jig no.48,PE-BAE (ASSY DEV),IVAN,OPEN,,,,
763,10,HONDA,32RA,3114,'Increase height of clamp no.5,'Increase height of clamp no.5,PE-BAE (ASSY DEV),IVAN,OPEN,,,,
764,11,HONDA,32RA,3114,'Component box was not put upside down on last station,Copmonent box was not put upside down on last station ,PRODUCTION,Lovely/Queen ,OPEN,,,,
765,12,HONDA,32RA,3114,No indication of Maximum sets of harness on hanger after assy ,No indication of Maximum sets of harness on hanger after assy ,QA-Final ,,OPEN,,,,
766,13,HONDA,32RA,3114,'Associate do not know where to start inspecting again one they are interrupted ,'Associate do not know where to start inspecting again one they are interrupted ,QA-Final ,,OPEN,,,,
767,13,HONDA,32RA,3114,'Associate do not know where to start inspecting again one they are interrupted ,Associate do not know where to start inspecting again one they are interrupted ,QA-Final ,,OPEN,,,,
768,3,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'No provide E-bag,'Request to provide E-bag,PRODUCTION,,OPEN,,,,
769,8,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'NG Shikakri Label,'Request to Fabrication personnel to repair NG Shikakari label,PE-FABRICATION,,OPEN,,,,
770,9,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'No Connector Picture on sub assy.,'Request to provide connector picture,PE-FABRICATION,,OPEN,,,,
771,10,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,"Missing  accessories on assy boards.(pin)
Tanmatsu not  same color.",'Tanmatsu/Pin,PE-BAE (Maintenance),,OPEN,,,,
772,11,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'Short Dimension Branch 10,'Request AME to repair the affected branch.,PE-BAE (Maintenance),,OPEN,,,,
773,13,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'Lacking component label on shiage  component box.,'Label,PE-FABRICATION,,OPEN,,,,
774,15,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'NG vinyl cover on board 4.,'Request to provide Vinyl Cover.,PE-FABRICATION,,OPEN,,,,
775,16,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'NG Card Holder(AssyBoards),'Request for the replacement of NG   Card Holder.,PRODUCTION,,OPEN,,,,
776,18,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,"Loose SPJ/Stucked SPJ
 on board 1.",Request to repair NG SPJ,PE-BAE (Maintenance),,OPEN,,,,
777,19,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'No Good Condition of Downspout(With Gap),Request to repair NG Downspout,PE-FABRICATION,,OPEN,,,,
778,20,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'No connector sample picture on sub assy,Request to provide the sample picture ,PE-FABRICATION,,OPEN,,,,
779,21,DAIHATSU,"D01L/D04B/D18B/
D96A/D19B/D20B",2112,'Almost similar shikakari beside each other on Sub,Request to separate location of almost similar shikakari,PE-FABRICATION,,OPEN,,,,
780,1,HONDA,32RA,3115,'Tupper Box Limit on sub assy ,'Tupper Box Limit ,PE-FABRICATION,TWEETY ,OPEN,27-Sep-23,,,
781,2,HONDA,32RA,3115,'Foreign Material on  Tupper Boxsub assy process ,'Foreign Material on  Tupper Boxsub assy process ,PRODUCTION,Lovely/Lorena,OPEN,20-Sep-23,,,
782,2,HONDA,32RA,3115,'Foreign Material on  Tupper Boxsub assy process ,'Foreign Material on  Tupper Boxsub assy process ,PRODUCTION,Lovely/Lorena,OPEN,20-Sep-23,,,
783,3,HONDA,32RA,3115,'Damaged connector tray( Fabrication used carton for connector tray),'Changed connector tray ,PRODUCTION,Lovely/Lorena,OPEN,3-Oct-23,,,
784,5,HONDA,32RA,3115,'NG pulling on sub assy ,'Chek the pulling on sub assy connector jig,PE-EQ-FINAL,Lerry/Angelica ,OPEN,22-Sep-23,,,
785,6,HONDA,32RA,3115,'Gap on downspout on sub assy proccess ,'Gap on downspout,PRODUCTION,Lovely/Lorena ,OPEN,20-Sep-23,,,
786,7,HONDA,32RA,3115,'No good 5's on sub assy ,'5's on sub assy ,PRODUCTION,Lovely/Lorena ,OPEN,20-Sep-23,,,
787,8,HONDA,32RA,3115,'Extension hanger for for cord ,'Extension catcher,PE-FABRICATION,Twetty ,OPEN,23-Sep-23,,,
788,9,HONDA,32RA,3115,'Pen Holder on sub assy ,'Pen Holder,PE-FABRICATION,Twetty ,OPEN,23-Sep-23,,,
789,10,HONDA,32RA,3115,'Divison on hanger for layout ,'Divison on hanger ,PE-FABRICATION,Twetty ,OPEN,,,,
790,11,HONDA,32RA,3115,'NG sample clamp on assy board (NA-157-PK-B),'NG sample clamp on assy board ,PE-FABRICATION,Twetty ,OPEN,,,,
791,12,HONDA,32RA,3115,'No posted OI on grommet ,'No posted OI on assy ,ME-NPI (MPPD),Mhean,OPEN,26-Sep-23,,,
792,13,HONDA,32RA,3115,'No posted OI on partname (Airbag) ,'No posted OI on assy ,ME-NPI (MPPD),Mhean,OPEN,26-Sep-23,,,
793,15,HONDA,32RA,3115,'incomplete connector label on sub assy process (Sub 3) ,'Connector label incomplete ,PE-FABRICATION,,OPEN,,,,
794,17,HONDA,32RA,3115,'Loose Srew on ect ,'Loose Screw ,PE-BAE (Maintenance),SHAWN ,OPEN,,,,
795,17,HONDA,32RA,3115,'Loose Srew on ect ,'Loose Screw ,PE-BAE (Maintenance),SHAWN ,OPEN,,,,
796,5,SUZUKI,YOC ,5121,'Unfix Bukumi  Board 2,'Fix the bukumi board,PE-BAE (Maintenance),,,,,,
797,20,SUZUKI,YOC ,5121,'Number of Manpower in inspection is not tally in process design,"1. Confirmation of process design
2. Follow manpower count in inspection process",PRODUCTION,,,,,,
798,2,HONDA,32RA,3130,'Good and No Good condition of grommet was not indicated on OI,'Request to nclude on OI the good and no good condition of grommet.,ME-NPI (MPPD),,,26-Jun-23,,,
799,11,HONDA,32RA,3130,'Lacking Spin on Assy Board,'Request to Provide spin on ASSY BOARD,PE-BAE (ASSY DEV),,,26-Jun-23,,,
800,11,HONDA,32RA,3130,'Lacking Spin on Assy Board,'Request to Provide spin on ASSY BOARD,PE-BAE (ASSY DEV),,,26-Jun-23,,,
801,1,DAIHATSU,D01LD04B,2119,'Damaged/NG label on tupper box on parts receiving,'Request to provide label on tupper box,PE-FABRICATION,,,,,,
802,3,DAIHATSU,D01LD04B,2119,'No sample  picture drawing connector on sub assy ,Request to provide the sample picture drawing  connector on sub assy,PE-FABRICATION,,,,,,
803,5,DAIHATSU,D01LD04B,2119,'No good hanger downspout of sub assy ,'Request to improve the downspout hanger ,PE-FABRICATION,,,,,,
804,6,DAIHATSU,D01LD04B,2119,'No provided shikakari label on sub assy,'Request to provide shikakari label,PE-FABRICATION,,,,,,
805,9,DAIHATSU,D01LD04B,2119,'No connector label on tupper box,'Request to provide connector label,PE-FABRICATION,,,,,,
806,12,DAIHATSU,D01LD04B,2119,'Incomplete details on grommet machine,'Provide complete details,PE-EQ-FINAL,Lerry/Angelica ,,,,,
807,13,DAIHATSU,D01LD04B,2119,'No provided OI on assy board for grommet taping,'Request to provide OI to all assy boards,ME-NPI (MPPD),,,,,,
808,14,DAIHATSU,D01LD04B,2119,'Missing pin on clamp jig on assy board ,'Request to provide pin ,PE-BAE (Maintenance),,,,,,
809,15,DAIHATSU,D01LD04B,2119,'No provided e-bag,'Request to provide e-bag,PE-FABRICATION,,,5-Aug-23,,,
810,18,DAIHATSU,D01LD04B,2119,'No provided sequence on Option board,'Provide the sequence label on Option process,ME-NPI (MPPD),,,,,,
811,19,DAIHATSU,D01LD04B,2119,'NG option tape box,'Request to repair option tape box,PE-FABRICATION,,,,,,
812,3,DAIHATSU,D92A,2132,'No checker wings on jigs at ECT,'Request to provide wings of checker jig,PE-BAE (ECT),,,,,,
813,4,DAIHATSU,D92A,2132,'Worn out OI on option process,'Request to change the OI,ME-NPI (MPPD),,,,,,
814,5,DAIHATSU,D92A,2132,'Missing option matrix,'Request to provide option matrix,ME-NPI (MPPD),,,,,,
815,6,DAIHATSU,D92A,2132,'Damaged option box,'Request to repair/fix the option matrix box and sequence,PE-FABRICATION,,,,,,
816,8,DAIHATSU,D92A,2132,'No connector sample picture on sub assy,'Request to provide the sample picture ,PE-FABRICATION,,,,,,
817,11,DAIHATSU,D92A,2132,"'High tolerance on pulling stregth of sub PC jig, must be in median",'Request to set the N in median tolerance,PE-EQ-FINAL,Lerry/Angelica ,,,,,
818,12,DAIHATSU,D92A,2132,'NG VO holder on sub assy 5 and 7,'Request to repair VO holder on sub-assy 5 and 7,PE-FABRICATION,7/31/2023,,,,,
819,13,DAIHATSU,D92A,2132,'No posted OI of grommet on bukumi process,'Request to provide OI of grommet,ME-NPI (MPPD),7/31/2023,,,,,
820,14,DAIHATSU,D92A,2132,'No provide E-bag,'Request to provide OI of grommet,ME-NPI (MPPD),8/18/2023,,,,,
821,19,DAIHATSU,D92A,2132,'NG connector reference no. 32,'Request to change correct connector reference for no. 32,ME-NPI (MPPD),8/5/2023,,,,,
822,20,DAIHATSU,D92A,2132,"'No vinyl cover at assy board no. 2, 6, 7",'Request to provide vinyl cover,PE-BAE (Maintenance),,,,,,
823,21,DAIHATSU,D92A,2132,'Worn Out OI on packing,'Request to change the OI,ME-NPI (MPPD),,,,,,
824,22,DAIHATSU,D92A,2132,'No provided vinyl cover at board,'Request to provide vinyl cover on board (packing),PE-BAE (Maintenance),,,,,,
825,23,DAIHATSU,D92A,2132,'Damaged Component box,'Request to repair component box,PE-FABRICATION,,,,,,
826,24,DAIHATSU,D92A,2132,'With OI for gray polybox,Confirm if can remove OI of gray polybox,QA-Final ,,,,,,
827,1,HONDA,3TOA,3158,'Missing lockset,'Lockset,PE-BAE (Maintenance),,,,,,
828,4,HONDA,3TOA,3158,'No available connector label for tupper box,,PE-FABRICATION,,,,,,
829,5,HONDA,3TOA,3158,'NG connector label,,PE-FABRICATION,,,,,,
830,6,HONDA,3TOA,3158,'Not tally of clamp beam versus matrix on parts ,,PE-BAE (Maintenance),,,,,,
831,12,HONDA,3TOA,3158,'Same connector but different color on Sub 6. Need to separate and fix location of tupperbox. There is also no color sensor for the similar connectors.,,PE-BAE (Maintenance),,,,,,
832,14,HONDA,3TOA,3158,'Label of some shikakari is not tally with the actual,,PRODUCTION,,,,,,
833,15,HONDA,3TOA,3158,'No rubber mat for grommet near connector 124.,,PE-BAE (Maintenance),,,,,,
834,16,HONDA,3TOA,3158,'NG drawing near connector 95.,,ME-NPI (MPPD),,,,,,
835,17,HONDA,3TOA,3158,'Lacking checker jig wings,,PE-BAE (Maintenance),,,,,,
836,18,HONDA,3TOA,3158,Faded marking on alignment jig,Replacement of ink on alignment jig,PE-EQ-FINAL,Lerry/Angelica ,,,,,
837,19,HONDA,3TOA,3158,'No daily check sheet of alignment jig ,,PRODUCTION,,,,,,
838,20,HONDA,3TOA,3158,'No clamp cover,,PE-FABRICATION,,,,,,
839,1,MAZDA,Inpanel J78-030,1114,'Monitoring of received parts,'Monitor received parts,PRODUCTION,,,,,,
840,2,MAZDA,Inpanel J78-030,1114,'Request to move the storage box upper than the tsumusen area ,'Request to move the storage box upper than the tsumusen area ,PE-FABRICATION,,,,,,
841,3,MAZDA,Inpanel J78-030,1114,'Request to have a clearer upper line limit,'Provide upper line limit,PE-FABRICATION,,,,,,
842,4,MAZDA,Inpanel J78-030,1114,'Request to remove excess connectors on tupper boxes,'Re-orient associate that connectors should not be overflowing on tupperbox.,PRODUCTION,,,,,,
843,5,MAZDA,Inpanel J78-030,1114,'Request for running product label,'Provide running product card label,PRODUCTION,,,,,,
844,6,MAZDA,Inpanel J78-030,1114,'Request for associate's re-orientation regarding the bending frequency,'Re-orient associate regarding bending frequency,PRODUCTION,,,,,,
845,7,MAZDA,Inpanel J78-030,1114,'Request for verification of jig measurement,,PE-BAE (ASSY DEV),,,,,,
846,8,MAZDA,Inpanel J78-030,1114,'Request to provide OI for C Group,' Provide OI,ME-NPI (MPPD),,,,,,
